92.25	124.375	128	112	80.9375	69.1875	75.75	86.3125	95.125	97.875	98.5	100.0625	100.8125	99.5	98.125	97.875	96.8125	95.625	92.5	86.8125	94.4375	113.6875	122.5	120.1875	123.375	140.0625	135.4375	100.4375	84.8125	91.875	88.25	56.875
124.1875	168.9375	171	147.4375	107.375	91.5625	100	114.6875	126.25	129.625	130.4375	131.25	130.6875	129.5	128.0625	126.6875	125.75	126.9375	125.6875	116.9375	121.1875	146.5625	164.5	164.3125	161.375	177.625	189.125	154.875	119.875	114	93.875	48.5625
127.875	171.5625	169.25	144.6875	105.9375	90.4375	99.0625	113.75	124.9375	128.5	129.5	129.5	130	134.375	138.375	136.1875	129.375	125.1875	124.3125	117.5625	116.8125	139.25	162.0625	165	157.125	161.1875	186.125	184.3125	136.875	88.5625	52.625	22.625
126	160.9375	161.5625	143.0625	102.75	88.1875	99.25	113	122.75	126.4375	127.125	127.5	133.3125	147.875	164.1875	170.5625	160.25	138.4375	120.875	112.25	114.4375	134.875	155.625	159.0625	152.6875	147.5625	168.5	188.875	136.8125	56.6875	25.25	17.375
109.25	136.3125	151.75	143	99	85.25	99.0625	111.6875	119.3125	120.8125	119.3125	121.1875	131.3125	151.375	177.25	197.125	200.125	180.75	143.375	109.1875	107.75	133.9375	147.3125	145.1875	146.5625	147	154.0625	149.1875	92.625	32.3125	23.875	26.3125
81.625	112.375	146.0625	143.75	98.4375	83.875	97	108.75	114.5	112.75	111.5625	119.125	130.1875	146.6875	174.5625	201.3125	218.0625	222.5625	192.875	129.875	103.125	131.9375	136.1875	115.3125	127.375	148.5	136.625	89.875	40	21.4375	43.25	55.9375
61.125	101	144	143.0625	99.3125	83.5625	96.0625	109.5625	113.125	108.3125	112.0625	125.1875	135.375	149.125	176.75	204	220.0625	232.1875	226.375	175.375	125.4375	131.6875	122.4375	82.4375	106.3125	149	114.8125	48.3125	19.125	32.8125	82.8125	97.3125
58.25	102.25	144.9375	141.9375	98.3125	83	97.6875	114.0625	115.375	108	114.4375	125.8125	138.0625	160.5625	185.1875	202.75	213.8125	222.3125	229.125	214.5	173.25	146.4375	122.3125	96.3125	135.0625	175	115.875	34.625	21	66.375	129.6875	123.375
63.6875	107.6875	149	145.0625	99.6875	82.5	98.5	118.9375	118.9375	107.1875	111.875	122.75	139.6875	168.25	187.3125	193.1875	200.375	208.625	215.625	218.9375	203.75	176.3125	158.4375	164.625	199.75	203.4375	122.25	36.125	40.6875	109.5	160.625	128.4375
65.25	109.875	152.5	149.5625	103.0625	80.1875	97.75	134.1875	137.3125	110.8125	109.5625	126.8125	143.8125	164	179.25	183.8125	187.4375	191.625	193.5625	197.8125	202.3125	202.6875	207.25	217.875	219.9375	181.75	95.1875	41.1875	79.3125	145.625	169.9375	125.25
64.25	110.375	154.5625	151.5	104.375	78.0625	97.125	150.75	162.3125	122.125	112.5	132.125	144.125	150.5	156.625	159.5625	157.25	155.3125	165.4375	185	202.5	216.0625	222.0625	211.625	182.1875	124.625	58.375	57.8125	120.875	163.75	167	122.375
66.75	112.4375	155.6875	151.625	103.6875	79.625	95.8125	144.5	164.25	131	118	132.8125	133.3125	118.8125	108.5	103.8125	98.3125	114.8125	158.75	193.9375	205.625	204.4375	194.1875	170.125	127.0625	70.1875	42.9375	88.25	152.8125	170.3125	162.875	120.3125
69.4375	112.5	154.5625	151.1875	101.875	80.4375	91.3125	122.375	147.9375	135	122.1875	122.75	104.1875	73.75	55.625	51.0625	70.0625	127.8125	184.25	204	192.75	164.25	147.125	126.25	75.8125	32.1875	47.5	118	170.625	174.125	164.75	120.9375
68.625	109.5625	153.0625	152.8125	102.25	80.1875	88.5625	108.9375	137.0625	137.125	114.75	90.1875	64.375	45.1875	33.4375	49.1875	110.5	175.375	200.0625	206.5625	192.5	142.4375	107.625	83.625	40.3125	23.6875	69.375	140.0625	173.75	172.1875	166.9375	122.875
66.5625	107.125	152.875	155.5625	105.75	83.4375	92.6875	110.5	133.8125	127.1875	87.5625	51.625	37.25	37.875	53.125	103.3125	162.4375	184.1875	188.3125	209.5625	211.6875	152	86.5	55.0625	31.5625	40.8125	101.6875	157.5625	170.25	164.8125	162.25	120.5
64.5	104.625	151.9375	156.6875	107.9375	84.3125	98.5625	121.625	129.75	102.9375	60.9375	37.1875	29.6875	47.1875	106.5625	159.3125	157.5	140.0625	159.625	198.625	197.3125	134.4375	76.875	56.625	39.3125	61.9375	129.3125	167.9375	167.6875	160.75	155.5	113.75
62.125	99.875	149.1875	157.875	109.5625	84.4375	105.125	129.625	118.6875	85.3125	58.875	39.5625	34.8125	83.625	158.0625	164	120.6875	107.1875	138.25	173.9375	152.375	90.9375	69.5	67.375	48.5	80.6875	145.9375	168.0625	163.375	157.75	151.8125	111.5
57.125	92.5	146.375	160.875	114.9375	92.4375	105.9375	111.75	93.625	79.8125	73.0625	47.25	54.75	122.1875	165.5625	148.5625	129.6875	129.5625	143.1875	166.1875	142.5625	84.6875	71	69.75	57.8125	100	154.875	162.8125	154.5625	152.75	160.9375	127.625
47.75	82.25	142.625	162.5	120.5625	98.875	95.0625	82.125	65.1875	63.0625	70.75	63.125	85.8125	126.5	135.5	147	166.25	159.375	149.875	169.875	162	105.5625	75.875	70.625	74.1875	120.25	158.75	155.875	148.5625	160.5625	188.75	155
41.375	75.1875	138.375	161.875	122.375	95.1875	85.625	77.5625	58.875	40.75	53.25	80.9375	101.9375	103.0625	110.8125	146.25	172.3125	161	144.3125	163.8125	164	103.875	62.5	69.375	97.8125	140.375	159.0625	149.8125	153	182.875	215.3125	170.5
41.1875	77.875	140.375	162.8125	120.9375	83.875	72.875	80.75	75.625	53.875	66.375	93.625	85.5	76.875	107.0625	142.375	157.375	152.0625	145.625	161.75	148.6875	80.3125	41.0625	69.625	120.8125	154.125	155.0625	146.3125	163.5625	202.8125	227.3125	173.25
37.625	82.25	148.1875	167.5	120.25	72.375	55.5625	72.125	91.6875	96.9375	103.3125	86.6875	54.5625	62	104.75	137.3125	144.6875	140.25	148.6875	159.5	122.375	56.125	37.6875	85.4375	143.0625	160.75	150.25	146.3125	173.75	215.5	233.25	175.3125
27.5625	80.1875	153.8125	171.5625	119.375	66.0625	50.3125	69.3125	95.75	113.8125	103.8125	60.4375	36.25	51.75	85.875	120.4375	133.9375	134.375	144.8125	134.8125	82.4375	41.3125	49.375	101.3125	154.625	164.9375	150.6875	147.75	180.625	225.625	240.625	179.4375
18.75	73.25	152.5	170.625	114.6875	61.375	49.1875	67.125	91.3125	100	74.1875	38.0625	29.8125	38.6875	57.625	89.9375	120.75	144.4375	153.0625	115.1875	53.5	34.0625	57.5	102.8125	146.3125	157.4375	145.75	143.25	181.8125	230.375	232.125	158.6875
30.4375	71.6875	143.75	171	115.5	57.1875	47.9375	64.375	85.4375	96.9375	71	34.125	25.75	30.125	42.25	74.625	116.375	151.1875	167.0625	143.25	90.625	56.5	62.9375	101.6875	135.4375	137.875	125.1875	131.8125	181.875	218.1875	181.375	98
63.125	90.1875	140.375	172.125	115.5	50.1875	49.125	67.0625	81.1875	102.5625	90.9375	48.4375	28.6875	32.1875	49	86.1875	125	148.1875	168.6875	186	174.6875	126	82.375	98.4375	135	132.3125	114	134.125	188.125	187.125	118.6875	54.1875
77.9375	113.4375	150	168.875	104.75	41.8125	47.875	60.8125	70.1875	97.625	102.1875	65.75	35.5	40.25	67.875	103.1875	132.4375	146.75	161.75	190.375	215.5625	192.8125	122.5625	100.625	135.9375	140.625	131.1875	166.125	197.5	154.25	91.8125	56.25
63.4375	115.25	157.125	167.9375	101	40	43.25	46.375	53.25	86.1875	99.8125	69.8125	39.75	51.3125	85.4375	114.5	135.75	145.375	153.875	175.4375	208.3125	219.125	167.875	120.4375	133.375	143.1875	153.125	195.75	194.125	129	88.0625	65
50.9375	108.9375	156.3125	167.125	103.1875	39.5	34.5	35.1875	44.375	75.4375	84.3125	57.5	41.0625	63.375	95.8125	120.625	138.4375	143.125	148.1875	165.75	194.3125	220.625	198.5625	139.875	117.0625	126.25	156.375	194.8125	168.0625	103.375	82.3125	64.3125
59	116.375	156.8125	158.5	93.0625	34.1875	30.125	33.1875	43.875	65.8125	61.8125	38.125	39.5	69.8125	102	127.75	142.1875	143.375	144.75	156.3125	180	212.9375	214.0625	153.9375	93.3125	90.75	139.75	169.875	126.5625	79.75	77.875	61.4375
69.625	128.25	161.8125	150.75	80.75	30.625	35.3125	45.0625	53	60.25	45.4375	30.875	49.625	83.3125	113.4375	135.8125	145.625	146.1875	144.0625	148.8125	167.1875	200.3125	218.875	174	97.875	78.9375	118.375	128.3125	89.75	71.9375	78	56.0625
50.6875	98.625	125.1875	112.75	59.4375	24.375	30.5625	44.4375	50.8125	45.875	29.875	27.375	51.1875	77.25	93.9375	103.8125	109.4375	111.125	108.8125	110.0625	120.875	142.9375	162.875	141	87.8125	69.8125	81.0625	73.125	56.25	56.875	58.875	37.75
