124.25	165.4375	165.0625	164.4375	163.4375	162.625	162.25	161.9375	161.625	161.625	161.9375	161.8125	160.25	156.25	151.8125	152.875	157.8125	159.1875	157.6875	156.6875	156.0625	155.3125	154.5	153.6875	152.8125	152.125	151.875	152.0625	152.375	152.3125	151.9375	113.8125
165.25	220.0625	219.625	218.75	217.5	216.75	216.5625	216.3125	216.125	216.875	216.5625	207.625	191.125	176.4375	166.6875	170.8125	190.875	207.5	212	211.8125	210.75	209.25	207.8125	206.375	204.9375	203.8125	203.3125	203.4375	203.75	203.75	203.375	152.3125
164.375	219.0625	218.8125	218.1875	217.375	216.9375	216.875	216.9375	217.8125	217.625	205.5625	172.8125	137.4375	120.1875	113.0625	114.6875	138.0625	171.375	195	208.5625	213.375	212.1875	210.125	208.0625	206.4375	205.1875	204.375	204.1875	204.4375	204.6875	204.5	153.125
163.6875	218.25	218.1875	218	217.625	217.25	217.25	218.125	217.1875	203.125	166	118.125	87.75	80.5	79.0625	79.5625	92.4375	116.1875	146.5625	183.9375	209.6875	214.5	212	209.625	208.0625	206.8125	205.6875	205.1875	205.3125	205.5625	205.375	153.8125
163.4375	217.875	217.9375	218	217.75	217.5	218.1875	219.0625	204.9375	163.3125	113.6875	79.875	66.375	64.3125	65.75	72	80.5625	83.9375	96.4375	142.875	195.9375	215.3125	213.75	211.375	209.8125	208.5	207.1875	206.4375	206.25	206.1875	205.9375	154.3125
163.1875	217.5625	217.8125	218	217.8125	217.875	219.6875	216.125	181.1875	124.3125	95.25	94.4375	93.25	86.25	79.1875	78.5	81.625	77.625	72.875	107.9375	176	213.4375	215.5	212.75	211.125	209.75	208.3125	207.375	206.9375	206.5625	206.3125	154.6875
162.75	217.25	217.75	218	218	218.5	220.625	206.8125	156.875	113.6875	121.125	144.4375	150	141.125	125.625	112.25	104.9375	99.4375	87	99.9375	161.25	210.125	217.3125	213.8125	212.0625	210.625	209.1875	208.1875	207.625	207.1875	207	155.25
162.375	217.0625	217.75	218	218.1875	219.3125	219.6875	192.5	137.6875	122	153.75	176.9375	180.625	176.4375	167.375	157.875	149.8125	145.0625	130.75	120	155.8125	205.25	218.9375	215.3125	213.1875	211.375	209.9375	209	208.375	208.0625	208	156
162.25	217	217.75	218	218.25	220.125	217.3125	178.8125	125.75	130.3125	168.25	182.6875	182.625	181.375	179.125	176.5625	172.625	169.4375	158.25	137.25	151	198.3125	219.9375	217.1875	214.6875	212.375	210.6875	209.8125	209.25	209	208.9375	156.625
162.25	217	217.75	218	218.25	220.625	216.375	173.875	122	127.375	157.25	164.1875	159.5625	157.1875	159.625	158.5625	151.375	148.125	145.5625	131.6875	143.5	193.5625	220.75	218.6875	216	213.5625	211.6875	210.6875	210.1875	209.9375	209.6875	157.0625
162.25	217	217.75	218	218.3125	220.6875	218.9375	182.0625	128.375	117.75	131.1875	130.0625	119.8125	116.8125	125.5625	125.0625	110.5625	109.125	121.8125	123.375	140.625	191.5	221	219.8125	216.9375	214.6875	212.875	211.6875	211.125	210.8125	210.375	157.5625
162.25	217	217.75	218.0625	218.625	221	220.6875	190.5	140.25	121.4375	125.4375	118	103.9375	102.1875	115.25	115.875	97.0625	96.8125	120.0625	131.625	146	189	219.875	221.25	218	215.9375	214.3125	213.0625	212.1875	211.625	211.1875	158.25
162.25	217	217.8125	218.3125	219.125	221.875	218.625	187.375	146.5	137.625	143	133.0625	118.4375	117.9375	135.375	142.0625	123.0625	116.375	133.5	144.0625	155.75	191.125	219.8125	222.5	219	217.1875	215.9375	214.625	213.3125	212.5	212.0625	158.875
162.25	217	217.875	218.5	219.3125	222.125	218.5	187.4375	151.375	150.3125	158.4375	147.375	134.25	137.6875	157.75	168.3125	152.1875	133.875	134.6875	145.1875	165.1875	199.25	221.875	223	219.625	218.0625	217.1875	215.9375	214.5625	213.6875	213	159.375
162.125	216.9375	217.8125	218.375	219.1875	221.5625	221.8125	199.75	164.375	156.6875	160.8125	145.5	132.1875	138.4375	151.4375	155.75	145.8125	127.0625	118.375	132.1875	165.5625	204.5625	224	223.5	220.375	218.8125	218	217	215.875	214.9375	214	160
161.8125	216.6875	217.6875	218.3125	219.375	221.4375	224.125	214.3125	185.6875	164.125	151.875	129.25	115.9375	122	125.5625	122.25	117.375	106.8125	97.8125	112.4375	157.9375	207.125	226.5	224.5	221.625	219.875	218.8125	217.9375	217	216.0625	215.1875	160.9375
161.75	216.5625	217.6875	218.625	220	221.875	224.5	223.75	209.0625	178.4375	142.1875	112.5625	104.375	113.75	117.375	112.6875	108.875	103.125	94.375	105.6875	157.625	212.625	229.1875	225.5625	222.9375	220.875	219.5625	218.75	217.875	217.0625	216.4375	162
162.25	217.0625	218.125	219.25	220.625	222.1875	224.1875	226.875	224.625	196.4375	143.9375	108.9375	111.1875	127.25	130	122.5625	121.5	121.5	108.25	113.75	167.625	218.4375	229.8125	226.3125	223.6875	221.5625	220.25	219.4375	218.5625	217.875	217.3125	162.6875
162.8125	217.8125	218.875	219.8125	220.8125	222.1875	224.0625	226.875	230.125	213.4375	161.4375	114.5625	116.125	141	143.5625	130.875	131.5625	131.4375	111.8125	110.375	143.9375	181.6875	211.125	225.25	224.875	222.375	221.0625	220.125	219.3125	218.8125	218.1875	163.1875
163.1875	218.4375	219.625	220.25	220.9375	222.4375	224.4375	226.875	230.9375	225.4375	186.3125	129.75	109.875	127.6875	135.375	125.0625	120.5	114.5	105.9375	106.75	97.875	104.5625	158.375	209.4375	225.0625	224.8125	222.875	221.3125	220.3125	219.9375	219.4375	164.0625
163.625	219.1875	220.4375	220.875	221.5625	223.25	225.125	227.125	230.1875	222.3125	190.875	150.125	121.75	112.625	109.5625	101.125	94.6875	97.125	115.3125	132.3125	112.125	84.25	106.9375	162.8125	202.125	217.25	222.375	223.75	223.25	222.25	221.25	165.4375
164.25	220.125	221.375	221.8125	222.5625	224.0625	225.625	228	226.75	200.0625	164.1875	155.3125	148.5	128.1875	109	95.4375	93.6875	108.9375	135.375	157.875	158.6875	125	92.6875	107.1875	144.75	172.8125	192.8125	206.625	215.0625	221	223.8125	167.8125
165.25	221.5625	222.875	223.3125	223.8125	224.75	226.5	226.875	209.9375	162.8125	132.25	147.1875	157.375	148	135.1875	123.1875	121.25	130.125	142.8125	161.6875	179.0625	154.3125	99.8125	80.125	93	107.0625	126.375	150.5625	169.6875	186.3125	205.4375	164.0625
166.5	223.4375	224.875	225.125	225.25	226.5	225.5625	209.125	166.75	116.875	108.875	138.25	148.9375	145.0625	144.5	139.9375	136.25	134.125	138.4375	163.3125	185.625	159.875	105.0625	78.5625	77	70.375	71.375	91.25	110	121.875	145.8125	129.25
167.75	225.0625	226.5625	227.125	227.25	223	202.1875	159.3125	111.75	81.6875	91.1875	130.8125	147.5625	137.5625	131.9375	131.0625	131.1875	129.9375	138.9375	171.375	189.5625	156.0625	102.25	77.25	74.8125	63.625	52.9375	63.25	79.3125	83	85.6875	70.875
168.75	226.3125	228.3125	227.875	218.375	189.5	141.9375	99.875	77.625	66.5	76	118.3125	150.5625	139.8125	124.25	125.1875	129.3125	132.5	140.8125	161.25	175.25	150.5	98.4375	64.0625	55.5	51.375	48.0625	55.1875	67.5	71.75	62.9375	38.125
169.375	227.5625	225.9375	210.9375	175.5625	123.1875	80.875	71.4375	70.3125	58.5	57.5625	90.8125	129.875	131.375	125.1875	133.3125	138.75	141.8125	138.25	133.5625	145	145.625	105.875	54.75	29	31.25	42.5625	51.9375	57.3125	59.25	56.6875	36.4375
169.875	221.6875	200.125	160.625	111.375	68.375	56.875	70.5625	72.0625	55.5	42.5	57.0625	93.5	116.6875	131.5	147.8125	154.625	154.0625	145.4375	135.875	143.625	151.5	121.9375	63.125	24.5	25	39	49.1875	51.5625	48.1875	49.1875	38.875
