0	0	0	0	0	0	0	47.8125	143.4375	191.25	191.25	191.25	191.25	191.25	191.25	143.4375	47.8125	0	0	0	0	0	0	47.8125	143.4375	191.25	191.25	191.25	191.25	191.25	191.25	143.4375
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
47.8125	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	143.4375
143.4375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	47.8125
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
143.4375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	47.8125
47.8125	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	143.4375
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
0	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25
47.8125	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	143.4375
143.4375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	95.625	159.375	191.25	191.25	191.25	191.25	191.25	191.25	159.375	95.625	63.75	63.75	63.75	63.75	63.75	63.75	47.8125
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	63.75	191.25	255	255	255	255	255	255	191.25	63.75	0	0	0	0	0	0	0
143.4375	191.25	191.25	191.25	191.25	191.25	191.25	143.4375	47.8125	0	0	0	0	0	0	47.8125	143.4375	191.25	191.25	191.25	191.25	191.25	191.25	143.4375	47.8125	0	0	0	0	0	0	0
